location,size,total_sqft,bath,price,price_per_sqft
other,3,1397.0,2.0,52.0,3722.2619899785254
Kothanur,2,1140.0,2.0,56.0,4912.2807017543855
Balagere,1,645.0,1.0,55.0,8527.131782945737
other,5,2350.0,5.0,325.0,13829.787234042553
Nagarbhavi,3,1200.0,3.0,225.0,18750.0
other,3,2050.0,3.0,135.0,6585.365853658536
Sarjapur  Road,2,1335.0,2.0,95.0,7116.104868913858
other,2,2100.0,1.0,200.0,9523.809523809523
Hebbal,3,1255.0,3.0,77.68,6189.641434262949
Thanisandra,2,1140.0,2.0,59.0,5175.438596491228
Hosakerehalli,3,2376.0,3.0,240.0,10101.0101010101
Thanisandra,1,663.0,1.0,46.0,6938.15987933635
other,2,1276.0,2.0,146.0,11442.006269592477
Kanakpura Road,3,1450.0,3.0,60.9,4200.0
Kodichikkanahalli,3,1400.0,3.0,66.0,4714.285714285715
other,2,1339.0,2.0,53.56,4000.0
Electronic City,3,1220.0,2.0,35.23,2887.7049180327863
Malleshwaram,3,2200.0,3.0,275.0,12500.0
other,2,1305.0,2.0,52.0,3984.6743295019155
Green Glen Layout,3,1740.0,3.0,80.0,4597.701149425287
Anekal,2,680.0,1.0,21.0,3088.235294117647
Bannerghatta Road,2,1154.0,2.0,47.0,4072.790294627383
Munnekollal,2,1200.0,2.0,40.0,3333.3333333333335
Hennur,2,1155.0,2.0,54.5,4718.614718614718
Sarjapur  Road,3,1525.0,2.0,63.0,4131.147540983607
Giri Nagar,1,600.0,1.0,125.0,20833.333333333332
Hebbal,4,2470.0,5.0,192.0,7773.27935222672
Padmanabhanagar,2,1100.0,2.0,60.0,5454.545454545455
Hormavu,2,1250.0,2.0,65.0,5200.0
Kothanur,2,1400.0,2.0,70.0,5000.0
other,3,1600.0,3.0,100.0,6250.0
Electronic City,2,1060.0,2.0,55.0,5188.679245283019
Horamavu Banaswadi,2,1272.0,2.0,50.0,3930.817610062893
Kanakpura Road,2,1296.0,2.0,105.0,8101.851851851852
other,4,2100.0,3.0,280.0,13333.333333333334
Karuna Nagar,3,1945.0,3.0,115.0,5912.596401028278
Chandapura,3,1033.0,2.0,30.47,2949.6611810261375
other,3,2300.0,2.0,69.0,3000.0
other,2,1235.0,2.0,52.76,4272.064777327935
other,3,2100.0,3.0,270.0,12857.142857142857
other,2,850.0,2.0,42.5,5000.0
Subramanyapura,3,1880.0,3.0,110.0,5851.063829787234
1st Block Jayanagar,4,2450.0,4.0,368.0,15020.408163265307
Kenchenahalli,2,1060.0,2.0,52.0,4905.66037735849
Hennur Road,3,2041.0,3.0,138.0,6761.391474767271
Hulimavu,2,1050.0,2.0,125.0,11904.761904761905
Vasanthapura,2,1037.0,2.0,36.28,3498.553519768563
other,2,1150.0,2.0,39.0,3391.304347826087
LB Shastri Nagar,2,1184.0,2.0,62.0,5236.486486486487
Sarjapur  Road,3,1680.0,3.0,126.0,7500.0
Thanisandra,3,1411.0,3.0,100.0,7087.172218284904
Hosa Road,5,900.0,5.0,55.0,6111.111111111111
Kanakpura Road,2,900.0,2.0,41.0,4555.555555555556
other,4,3500.0,4.0,320.0,9142.857142857143
Thanisandra,3,1702.0,3.0,120.0,7050.5287896592245
Yelahanka,2,1185.0,2.0,45.0,3797.46835443038
Kanakpura Road,3,1300.0,3.0,64.0,4923.076923076923
other,3,1545.0,3.0,65.0,4207.119741100324
6th Phase JP Nagar,3,1515.0,2.0,135.0,8910.89108910891
Jigani,3,1300.0,3.0,55.0,4230.7692307692305
JP Nagar,2,1107.0,2.0,57.0,5149.051490514905
Old Madras Road,3,1720.0,3.0,106.0,6162.790697674419
other,3,1540.0,3.0,150.0,9740.25974025974
Bannerghatta Road,2,1000.0,2.0,44.5,4450.0
Electronic City,1,710.0,1.0,40.42,5692.957746478874
Thanisandra,2,1100.0,2.0,38.0,3454.5454545454545
other,4,3200.0,4.0,270.0,8437.5
other,2,900.0,2.0,160.0,17777.777777777777
Bannerghatta Road,2,1250.0,2.0,48.0,3840.0
Kaggadasapura,5,2400.0,4.0,130.0,5416.666666666667
Hegde Nagar,3,1584.01,3.0,104.0,6565.615116066187
other,4,875.0,4.0,150.0,17142.85714285714
Kammasandra,4,1200.0,6.0,60.0,5000.0
Kaggadasapura,3,1485.0,2.0,70.0,4713.804713804714
Hennur Road,3,1100.0,2.0,78.0,7090.909090909091
8th Phase JP Nagar,2,1245.0,2.0,59.0,4738.955823293173
Hennur Road,4,1880.0,4.0,154.0,8191.489361702128
Frazer Town,3,2214.0,3.0,350.0,15808.491418247515
other,2,1050.0,2.0,45.0,4285.714285714285
Vishveshwarya Layout,4,600.0,4.0,95.0,15833.333333333334
Bannerghatta Road,3,1640.0,3.0,105.0,6402.4390243902435
other,2,1165.0,2.0,65.0,5579.399141630901
Kengeri Satellite Town,2,1110.0,2.0,43.0,3873.873873873874
other,7,1200.0,5.0,200.0,16666.666666666668
other,4,4000.0,4.0,630.0,15750.0
Uttarahalli,4,4500.0,4.0,150.0,3333.3333333333335
other,4,600.0,4.0,65.0,10833.333333333334
Haralur Road,2,1300.0,2.0,75.0,5769.2307692307695
other,2,1200.0,1.0,42.0,3500.0
Hennur Road,2,1232.0,2.0,69.61,5650.162337662337
Jalahalli,3,1704.0,3.0,94.36,5537.55868544601
7th Phase JP Nagar,3,1275.0,2.0,88.0,6901.9607843137255
Sarjapur  Road,3,1222.0,2.0,68.0,5564.648117839607
Varthur,2,1155.0,2.0,39.0,3376.6233766233768
Electronic City,2,1000.0,2.0,29.95,2995.0
Horamavu Banaswadi,2,1200.0,2.0,45.0,3750.0
Yelahanka,3,1517.0,3.0,71.28,4698.7475280158205
Horamavu Agara,2,1166.0,2.0,37.29,3198.1132075471696
Electronic City,2,870.0,2.0,24.0,2758.6206896551726
5th Phase JP Nagar,5,4000.0,5.0,170.0,4250.0
Rajaji Nagar,4,1350.0,4.0,230.0,17037.037037037036
Yelahanka,4,3019.0,6.0,190.0,6293.474660483604
Whitefield,3,1345.0,3.0,58.0,4312.267657992565
Dommasandra,3,900.0,3.0,75.0,8333.333333333334
EPIP Zone,4,3800.0,5.0,170.0,4473.684210526316
Chandapura,3,971.0,2.0,38.0,3913.491246138002
Hennur,2,1255.0,2.0,52.32,4168.924302788844
EPIP Zone,2,1810.0,2.0,65.0,3591.160220994475
other,2,1300.0,2.0,58.0,4461.538461538462
Thanisandra,2,1185.0,2.0,45.0,3797.46835443038
Pattandur Agrahara,2,1350.0,2.0,68.0,5037.037037037037
Budigere,3,1590.0,3.0,76.16,4789.937106918239
Thyagaraja Nagar,7,3000.0,6.0,180.0,6000.0
Brookefield,4,1560.0,3.0,149.0,9551.28205128205
Somasundara Palya,3,1650.0,3.0,126.0,7636.363636363636
other,3,1645.0,3.0,87.0,5288.753799392097
Hennur Road,3,1748.0,3.0,103.0,5892.448512585813
Channasandra,3,1200.0,3.0,67.77,5647.5
Kengeri Satellite Town,2,1170.0,2.0,50.0,4273.504273504273
Sarjapur  Road,4,3420.0,4.0,225.0,6578.9473684210525
Hulimavu,3,1320.0,2.0,65.0,4924.242424242424
Bhoganhalli,3,1610.0,3.0,84.53,5250.310559006211
Frazer Town,3,1870.0,3.0,180.0,9625.668449197861
Sarjapur  Road,3,1510.0,2.0,110.0,7284.76821192053
other,6,2700.0,7.0,110.0,4074.074074074074
other,3,1305.0,2.0,45.68,3500.383141762452
Mahadevpura,3,1500.0,2.0,70.0,4666.666666666667
Indira Nagar,2,1149.0,2.0,130.0,11314.186248912098
Thanisandra,4,1948.0,4.0,129.0,6622.17659137577
Margondanahalli,3,1448.0,3.0,70.0,4834.254143646409
Sarjapur  Road,2,1242.0,2.0,78.0,6280.193236714976
Sonnenahalli,2,1268.0,2.0,58.0,4574.132492113565
Ramamurthy Nagar,2,1101.0,2.0,50.0,4541.326067211626
other,2,1255.0,2.0,65.0,5179.282868525896
Gunjur,3,1362.0,3.0,62.63,4598.384728340676
Sarjapur  Road,3,984.0,3.0,140.0,14227.642276422765
Hosa Road,2,1089.0,2.0,32.67,3000.0
other,2,800.0,1.0,95.0,11875.0
Uttarahalli,3,1345.0,2.0,57.0,4237.918215613383
Thanisandra,8,3600.0,9.0,125.0,3472.222222222222
other,4,1650.0,2.0,140.0,8484.848484848484
Kaggalipura,2,950.0,2.0,45.0,4736.8421052631575
HBR Layout,2,1068.0,2.0,43.0,4026.2172284644193
Yelahanka New Town,2,860.0,1.0,31.0,3604.6511627906975
Kengeri,8,3000.0,5.0,130.0,4333.333333333333
Yelahanka,3,1756.0,3.0,66.73,3800.113895216401
Whitefield,2,1205.0,2.0,41.0,3402.4896265560164
Hoodi,8,1120.0,8.0,155.0,13839.285714285714
Banashankari,3,1800.0,3.0,125.0,6944.444444444444
other,4,8321.0,5.0,2912.0,34995.79377478668
Hormavu,3,1604.0,3.0,68.0,4239.401496259352
Old Airport Road,4,2732.0,4.0,204.0,7467.0571010248905
Chandapura,2,1015.0,2.0,25.88,2549.753694581281
Banashankari,3,1200.0,2.0,42.0,3500.0
Ananth Nagar,2,1010.0,2.0,38.0,3762.3762376237623
Nagarbhavi,2,1250.0,3.0,170.0,13600.0
Doddakallasandra,2,1010.0,2.0,41.0,4059.4059405940593
Yelahanka,2,1050.0,2.0,33.1,3152.3809523809523
Harlur,3,1710.0,3.0,85.0,4970.7602339181285
Mysore Road,3,1248.52,3.0,115.0,9210.90571236344
Attibele,1,410.0,1.0,10.0,2439.0243902439024
Bannerghatta Road,3,1656.0,2.0,62.93,3800.1207729468597
other,3,1451.0,3.0,68.0,4686.423156443831
Giri Nagar,6,1200.0,3.0,175.0,14583.333333333334
JP Nagar,2,1250.0,2.0,93.0,7440.0
other,3,4395.0,3.0,240.0,5460.750853242321
Hebbal,4,4600.0,6.0,650.0,14130.434782608696
Sonnenahalli,3,1340.0,2.0,42.0,3134.3283582089553
other,2,1100.0,2.0,38.5,3500.0
Whitefield,4,6000.0,6.0,700.0,11666.666666666666
Devarachikkanahalli,3,1700.0,3.0,71.0,4176.470588235294
Yelahanka,6,1200.0,5.0,150.0,12500.0
KR Puram,2,1096.0,2.0,43.0,3923.3576642335765
Electronic City Phase II,2,1160.0,2.0,33.5,2887.9310344827586
other,3,1936.0,3.0,139.0,7179.752066115702
Nehru Nagar,3,1269.0,2.0,63.0,4964.5390070921985
other,3,3500.0,3.0,630.0,18000.0
Panathur,3,1586.0,3.0,125.0,7881.462799495586
Rajaji Nagar,2,1376.0,2.0,124.0,9011.627906976744
Kanakpura Road,3,1452.0,3.0,56.5,3891.184573002755
Hosa Road,3,1538.0,3.0,107.0,6957.087126137842
Hosur Road,3,1427.0,2.0,130.0,9110.021023125439
other,2,935.0,2.0,40.0,4278.07486631016
other,2,1220.0,2.0,65.0,5327.868852459016
Harlur,2,1197.0,2.0,77.0,6432.748538011696
Varthur,2,674.0,1.0,19.9,2952.522255192878
Kengeri,1,410.0,1.0,15.0,3658.5365853658536
Thanisandra,3,1573.0,3.0,90.0,5721.551176096631
Dodda Nekkundi,2,1135.0,2.0,58.0,5110.132158590309
other,3,1400.0,2.0,40.43,2887.8571428571427
other,1,1200.0,1.0,65.0,5416.666666666667
other,3,1800.0,3.0,95.0,5277.777777777777
other,3,2045.0,3.0,108.0,5281.173594132029
Sonnenahalli,2,1268.0,2.0,56.0,4416.403785488959
Kambipura,2,883.0,2.0,39.0,4416.761041902605
Yelahanka,3,1600.0,3.0,100.0,6250.0
Thanisandra,2,1056.0,2.0,70.0,6628.787878787879
Jigani,10,1200.0,11.0,105.0,8750.0
Whitefield,4,4500.0,4.0,330.0,7333.333333333333
KR Puram,2,1204.0,2.0,58.0,4817.275747508305
other,3,1410.0,2.0,54.0,3829.7872340425533
Hennur Road,2,1460.0,2.0,80.3,5500.0
Dodda Nekkundi,2,1100.0,2.0,41.18,3743.6363636363635
other,2,1310.0,2.0,88.0,6717.557251908397
Sector 2 HSR Layout,3,1600.0,3.0,90.0,5625.0
other,2,1250.0,2.0,55.0,4400.0
Sarjapur  Road,3,1665.0,3.0,74.93,4500.3003003003005
Uttarahalli,3,1345.0,2.0,57.0,4237.918215613383
other,5,2000.0,5.0,240.0,12000.0
Singasandra,2,1416.0,2.0,67.0,4731.6384180790965
HSR Layout,2,1145.0,2.0,46.0,4017.467248908297
Munnekollal,10,7200.0,10.0,200.0,2777.777777777778
Jigani,3,1231.0,3.0,58.0,4711.6165718927705
Yelahanka,3,1664.0,3.0,73.95,4444.110576923077
TC Palaya,3,2000.0,3.0,76.0,3800.0
Rajiv Nagar,2,972.0,2.0,43.0,4423.868312757201
other,4,4500.0,4.0,345.0,7666.666666666667
Bellandur,2,1185.0,2.0,47.39,3999.15611814346
Green Glen Layout,3,1750.0,3.0,81.0,4628.571428571428
other,3,3155.0,4.0,316.0,10015.847860538826
Balagere,2,1007.0,2.0,68.0,6752.730883813307
Rajaji Nagar,3,1700.0,3.0,200.0,11764.70588235294
Whitefield,2,1250.0,2.0,85.0,6800.0
other,2,1200.0,2.0,54.0,4500.0
Horamavu Agara,2,994.0,2.0,42.28,4253.521126760564
Ramamurthy Nagar,2,1150.0,2.0,40.0,3478.2608695652175
Thanisandra,2,1220.0,2.0,46.0,3770.4918032786886
other,2,1441.0,2.0,115.0,7980.569049271339
Old Madras Road,2,1157.0,2.0,47.32,4089.887640449438
other,6,1300.0,6.0,150.0,11538.461538461539
Thigalarapalya,2,1400.0,2.0,105.0,7500.0
Tindlu,3,1370.07,3.0,65.0,4744.283138817725
Magadi Road,5,1200.0,4.0,130.0,10833.333333333334
Judicial Layout,2,900.0,2.0,40.0,4444.444444444444
other,1,418.0,1.0,17.0,4066.9856459330144
other,3,1200.0,3.0,80.0,6666.666666666667
ISRO Layout,2,1200.0,2.0,43.0,3583.3333333333335
Talaghattapura,2,1062.0,2.0,42.48,4000.0
Kanakpura Road,2,1120.0,2.0,51.0,4553.571428571428
Bannerghatta Road,2,1012.0,2.0,44.0,4347.826086956522
other,3,1500.0,2.0,200.0,13333.333333333334
ISRO Layout,4,950.0,4.0,180.0,18947.36842105263
other,2,675.0,2.0,13.5,2000.0
Kanakpura Road,2,1430.0,2.0,78.0,5454.545454545455
Channasandra,3,1195.0,2.0,56.0,4686.192468619247
Old Madras Road,3,2640.0,5.0,150.0,5681.818181818182
Bisuvanahalli,3,1075.0,2.0,42.0,3906.9767441860463
Hennur Road,3,1570.0,3.0,75.99,4840.127388535031
Kammanahalli,6,782.0,4.0,85.0,10869.565217391304
Sonnenahalli,2,1011.0,2.0,59.0,5835.806132542038
7th Phase JP Nagar,3,1450.0,2.0,102.0,7034.482758620689
Sarjapur  Road,2,1129.0,2.0,69.0,6111.603188662533
Sarjapura - Attibele Road,2,1126.0,2.0,36.0,3197.158081705151
Attibele,3,1200.0,3.0,110.0,9166.666666666666
Sarjapur  Road,3,1180.0,2.0,45.0,3813.5593220338983
other,3,600.0,4.0,125.0,20833.333333333332
Bannerghatta,4,940.0,4.0,45.0,4787.234042553191
Hennur Road,3,1933.0,3.0,140.0,7242.628039317124
TC Palaya,2,1082.0,2.0,64.0,5914.972273567468
LB Shastri Nagar,8,2400.0,8.0,250.0,10416.666666666666
other,1,610.0,1.0,28.0,4590.163934426229
Raja Rajeshwari Nagar,4,1560.0,4.0,160.0,10256.410256410256
Kathriguppe,3,1300.0,3.0,77.99,5999.230769230769
Kudlu Gate,4,3850.0,6.0,205.0,5324.675324675325
CV Raman Nagar,2,1125.0,2.0,46.0,4088.8888888888887
other,6,2400.0,7.0,107.0,4458.333333333333
Kengeri Satellite Town,2,777.4,2.0,25.0,3215.8476974530486
Battarahalli,4,2500.0,3.0,65.0,2600.0
Old Airport Road,3,1798.0,3.0,150.0,8342.602892102335
other,3,1864.0,3.0,120.0,6437.768240343347
Whitefield,2,1115.0,2.0,51.91,4655.605381165919
Kengeri,1,400.0,1.0,25.0,6250.0
Rajaji Nagar,2,1200.0,2.0,70.0,5833.333333333333
Ananth Nagar,2,992.0,2.0,24.8,2500.0
other,2,950.0,2.0,57.0,6000.0
R.T. Nagar,4,1500.0,4.0,185.0,12333.333333333334
Bellandur,2,1200.0,2.0,62.0,5166.666666666667
GM Palaya,3,1735.0,3.0,70.0,4034.5821325648417
BTM 2nd Stage,3,1750.0,3.0,172.0,9828.57142857143
HSR Layout,2,1009.0,2.0,56.0,5550.049554013875
Jalahalli,3,1470.0,2.0,102.0,6938.775510204082
Bannerghatta Road,3,1527.0,3.0,115.0,7531.106745252128
other,2,985.0,2.0,45.0,4568.527918781726
Chandapura,4,3300.0,4.0,135.0,4090.909090909091
Whitefield,2,1277.0,2.0,77.0,6029.757243539546
other,2,1100.0,2.0,62.0,5636.363636363636
Whitefield,3,1820.0,3.0,140.0,7692.307692307692
other,4,1530.0,3.0,87.0,5686.274509803921
Banashankari,3,1886.0,3.0,205.0,10869.565217391304
other,3,1200.0,2.0,190.0,15833.333333333334
Jakkur,3,1880.0,4.0,110.0,5851.063829787234
Hennur,2,1255.0,2.0,52.35,4171.314741035857
Kanakpura Road,2,700.0,2.0,36.0,5142.857142857143
Somasundara Palya,2,1140.0,2.0,46.0,4035.0877192982457
Electronic City Phase II,2,1025.0,2.0,29.6,2887.8048780487807
Whitefield,4,3453.0,4.0,247.0,7153.200115841298
Uttarahalli,3,1490.0,2.0,59.6,4000.0
other,4,1200.0,4.0,165.0,13750.0
Sarjapur  Road,3,1850.0,3.0,140.0,7567.5675675675675
Kaikondrahalli,2,1250.0,2.0,78.0,6240.0
other,4,2400.0,3.0,108.0,4500.0
Kodihalli,4,3522.0,5.0,716.0,20329.358319136853
Jalahalli,2,1244.0,2.0,88.0,7073.954983922829
Kumaraswami Layout,4,623.0,4.0,75.0,12038.52327447833
Kengeri Satellite Town,2,1025.0,2.0,28.57,2787.317073170732
Sarjapur  Road,2,1034.0,2.0,38.0,3675.0483558994197
Kengeri Satellite Town,3,1191.0,2.0,33.34,2799.3282955499585
Kasavanhalli,3,1719.0,3.0,71.0,4130.308318789994
7th Phase JP Nagar,2,1035.0,2.0,39.33,3800.0
2nd Stage Nagarbhavi,4,1500.0,3.0,230.0,15333.333333333334
Hosa Road,3,1470.0,2.0,84.22,5729.251700680272
Yelahanka,2,1140.0,2.0,50.66,4443.859649122807
Harlur,3,1752.12,3.0,125.0,7134.214551514737
other,6,600.0,6.0,80.0,13333.333333333334
2nd Stage Nagarbhavi,4,600.0,3.0,84.0,14000.0
Old Madras Road,3,2990.0,3.0,170.0,5685.61872909699
Bannerghatta Road,3,1660.0,3.0,85.0,5120.481927710844
Electronic City,3,1275.0,3.0,63.43,4974.901960784314
Bommasandra Industrial Area,3,1365.0,3.0,52.81,3868.864468864469
other,3,1200.0,2.0,90.0,7500.0
Kanakpura Road,3,2546.0,3.0,170.0,6677.140612725844
Banashankari Stage VI,3,1392.0,3.0,69.46,4989.942528735632
Whitefield,2,1245.0,2.0,59.76,4800.0
Rayasandra,5,1200.0,3.0,65.0,5416.666666666667
Yeshwanthpur,2,1162.0,2.0,64.08,5514.629948364888
Singasandra,3,1476.0,2.0,73.0,4945.79945799458
KR Puram,1,700.0,1.0,21.5,3071.4285714285716
other,6,3600.0,6.0,170.0,4722.222222222223
Jigani,2,943.0,2.0,48.0,5090.1378579003185
Pai Layout,2,1150.0,2.0,170.0,14782.608695652174
Sarjapur  Road,2,1113.0,2.0,44.5,3998.2030548068283
Varthur,3,1615.0,3.0,69.43,4299.071207430341
other,2,1279.0,2.0,100.0,7818.608287724785
other,2,1256.0,2.0,60.0,4777.070063694267
Benson Town,3,1805.0,3.0,280.0,15512.465373961219
Sompura,3,1350.0,3.0,65.0,4814.814814814815
other,3,1525.0,3.0,68.63,4500.327868852459
Rajaji Nagar,2,1357.0,2.0,123.0,9064.112011790714
Hebbal,3,1645.0,3.0,117.0,7112.462006079028
Ardendale,3,1777.26,3.0,92.0,5176.507657855351
Bisuvanahalli,2,845.0,2.0,32.0,3786.98224852071
other,2,900.0,2.0,25.0,2777.777777777778
Varthur,2,1210.0,2.0,64.15,5301.652892561984
Electronic City Phase II,2,829.0,2.0,22.8,2750.301568154403
Sarjapur  Road,3,1879.0,3.0,155.0,8249.068653539116
Hosur Road,3,1250.0,2.0,50.0,4000.0
other,4,1200.0,2.0,35.0,2916.6666666666665
Marathahalli,3,1108.0,2.0,60.0,5415.162454873646
Kanakpura Road,3,1401.0,3.0,69.0,4925.0535331905785
Sarjapur  Road,3,1157.0,2.0,75.0,6482.281763180639
other,2,1185.0,2.0,42.66,3600.0
Green Glen Layout,3,1751.0,3.0,115.0,6567.6756139348945
other,5,1550.0,3.0,250.0,16129.032258064517
Bannerghatta Road,3,1880.0,3.0,96.5,5132.978723404255
Whitefield,3,1322.5,3.0,40.985,3099.054820415879
Channasandra,2,1175.0,2.0,38.0,3234.0425531914893
Jalahalli,2,1407.0,2.0,98.49,7000.0
Yelachenahalli,2,1000.0,2.0,50.0,5000.0
Electronic City,3,1518.0,3.0,75.0,4940.711462450593
other,4,3600.0,4.0,300.0,8333.333333333334
Tumkur Road,2,1027.0,2.0,67.0,6523.855890944498
other,4,3730.0,6.0,430.0,11528.150134048257
HSR Layout,2,1145.0,2.0,46.0,4017.467248908297
Rajaji Nagar,2,1260.0,2.0,113.0,8968.253968253968
Begur Road,3,1500.0,2.0,47.25,3150.0
Varthur,3,1737.0,2.0,57.32,3299.9424294761084
other,3,1600.0,4.0,120.0,7500.0
Hegde Nagar,3,1500.0,3.0,135.0,9000.0
other,2,1120.0,2.0,60.0,5357.142857142857
Banashankari Stage V,3,1200.0,4.0,240.0,20000.0
Hennur Road,2,1030.0,2.0,46.5,4514.563106796117
Gubbalala,6,2500.0,6.0,88.0,3520.0
Kammasandra,2,1057.0,2.0,35.0,3311.2582781456954
Old Airport Road,4,2774.0,4.0,208.0,7498.197548666186
Thanisandra,2,1460.0,2.0,38.5,2636.986301369863
Hormavu,2,1075.0,2.0,53.7,4995.3488372093025
Mysore Road,3,1080.0,2.0,60.0,5555.555555555556
Kodihalli,4,3626.0,5.0,788.0,21731.936017650303
other,6,5100.0,7.0,225.0,4411.764705882353
Singasandra,2,1139.7,2.0,45.0,3948.407475651487
Whitefield,2,1074.0,2.0,42.8,3985.102420856611
Whitefield,2,1200.0,2.0,46.13,3844.1666666666665
Sarjapur  Road,4,2425.0,5.0,175.0,7216.494845360825
Sarjapur  Road,2,1323.0,2.0,74.0,5593.348450491308
Hennur Road,2,1232.0,2.0,69.61,5650.162337662337
Kalena Agrahara,2,900.0,2.0,40.0,4444.444444444444
Sarjapura - Attibele Road,1,740.0,1.0,23.65,3195.945945945946
Hebbal,3,1920.0,3.0,134.0,6979.166666666667
other,1,,1.0,170.0,
Bannerghatta Road,3,1550.0,3.0,96.0,6193.548387096775
Gunjur,3,1588.0,2.0,90.0,5667.506297229219
Rajaji Nagar,3,2300.0,4.0,240.0,10434.782608695652
R.T. Nagar,9,3600.0,8.0,165.0,4583.333333333333
other,2,1308.0,2.0,86.0,6574.923547400612
Hennur,3,1340.0,2.0,54.27,4050.0
Kogilu,10,3280.0,9.0,450.0,13719.512195121952
other,4,2170.0,3.0,265.0,12211.981566820277
Thanisandra,3,1719.0,3.0,135.0,7853.4031413612565
Horamavu Agara,2,1107.83,2.0,41.51,3746.964787016059
Whitefield,2,1200.0,2.0,45.84,3820.0
Electronic City,1,1090.0,2.0,31.48,2888.0733944954127
other,5,1500.0,5.0,210.0,14000.0
Jakkur,3,1660.0,3.0,104.0,6265.060240963855
Nagavara,2,1247.0,2.0,58.56,4696.0705693664795
Thanisandra,3,1595.0,3.0,96.0,6018.808777429467
Kaggadasapura,2,1175.0,2.0,50.0,4255.31914893617
9th Phase JP Nagar,8,1200.0,8.0,135.0,11250.0
Old Airport Road,2,1184.0,2.0,78.0,6587.8378378378375
other,2,1100.0,2.0,55.0,5000.0
Kaval Byrasandra,2,935.0,2.0,78.0,8342.245989304813
Yelahanka,2,1200.0,2.0,60.0,5000.0
Rajaji Nagar,5,2400.0,5.0,408.0,17000.0
other,2,1000.0,2.0,45.0,4500.0
Uttarahalli,2,1000.0,2.0,52.0,5200.0
Yelahanka,3,1705.0,3.0,85.0,4985.337243401759
Tumkur Road,3,1060.0,2.0,58.3,5500.0
Chikka Tirupathi,4,2325.0,4.0,120.0,5161.290322580645
other,3,1347.0,2.0,55.0,4083.147735708983
other,8,1200.0,8.0,250.0,20833.333333333332
Varthur,2,1402.0,2.0,95.0,6776.034236804565
Whitefield,3,2280.0,4.0,125.0,5482.456140350877
other,2,1225.0,2.0,71.05,5800.0
5th Phase JP Nagar,2,1080.0,2.0,53.0,4907.407407407408
other,7,4000.0,7.0,90.0,2250.0
other,3,1919.0,3.0,300.0,15633.142261594581
Begur Road,2,1100.0,2.0,42.6,3872.7272727272725
Sarjapur  Road,4,2500.0,4.0,225.0,9000.0
Bannerghatta Road,2,1200.0,2.0,78.0,6500.0
Begur Road,3,1565.0,2.0,57.91,3700.3194888178914
other,2,1200.0,3.0,78.0,6500.0
Kothanur,3,1581.0,3.0,76.0,4807.084123972169
Whitefield,4,2882.0,5.0,200.0,6939.625260235947
TC Palaya,5,1440.0,5.0,97.0,6736.111111111111
other,3,2180.0,3.0,273.0,12522.935779816513
Nagasandra,4,7000.0,8.0,450.0,6428.571428571428
Abbigere,2,985.0,2.0,38.92,3951.269035532995
Sarjapur,2,950.0,2.0,35.0,3684.2105263157896
other,2,1339.0,2.0,55.0,4107.542942494399
other,3,1449.0,3.0,72.0,4968.944099378882
other,4,1200.0,4.0,180.0,15000.0
other,2,1100.0,2.0,38.68,3516.3636363636365
Hoskote,2,1003.5,2.0,28.095,2799.701046337818
Kaval Byrasandra,3,2700.0,3.0,200.0,7407.407407407408
other,2,1100.0,2.0,55.0,5000.0
Electronic City,2,1140.0,2.0,32.92,2887.719298245614
Sarjapur,3,3009.0,3.0,330.0,10967.098703888336
other,8,3300.0,8.0,310.0,9393.939393939394
Chandapura,2,800.0,1.0,30.0,3750.0
Chikkabanavar,5,2000.0,4.0,65.0,3250.0
other,4,1200.0,4.0,190.0,15833.333333333334
other,2,1300.0,2.0,95.0,7307.692307692308
Kanakpura Road,2,1220.0,2.0,60.0,4918.0327868852455
Sarjapur  Road,3,2289.0,3.0,178.0,7776.321537789428
Whitefield,2,1170.0,2.0,56.0,4786.324786324786
other,2,1350.0,2.0,89.5,6629.62962962963
Kambipura,2,883.0,2.0,45.0,5096.262740656852
Thanisandra,3,1698.0,3.0,125.0,7361.601884570083
Electronic City Phase II,4,2187.5,4.0,105.0,4800.0
Ambalipura,2,1060.0,2.0,58.5,5518.867924528302
Somasundara Palya,2,1185.0,2.0,75.0,6329.113924050633
Padmanabhanagar,3,2051.0,3.0,180.0,8776.206728425159
Vittasandra,2,1404.0,2.0,72.0,5128.205128205128
Electronic City Phase II,2,1252.0,2.0,67.0,5351.437699680511
Bannerghatta Road,3,1885.0,3.0,125.0,6631.29973474801
Kaikondrahalli,6,3381.0,6.0,225.0,6654.835847382431
Hormavu,2,980.0,2.0,42.0,4285.714285714285
Rajaji Nagar,3,2500.0,3.0,340.0,13600.0
Banashankari,3,1420.0,3.0,66.0,4647.887323943662
other,6,1166.0,6.0,135.0,11578.044596912521
other,3,2312.0,3.0,156.0,6747.404844290658
Kaggadasapura,4,3000.0,4.0,130.0,4333.333333333333
other,2,1175.0,2.0,70.0,5957.446808510638
other,2,1145.0,2.0,51.0,4454.14847161572
Bhoganhalli,2,970.0,2.0,52.5,5412.371134020618
Electronic City,2,1125.0,2.0,32.49,2888.0
Whitefield,3,1639.5,3.0,92.63,5649.893260140287
9th Phase JP Nagar,4,5000.0,4.0,300.0,6000.0
other,3,2150.0,3.0,240.0,11162.790697674418
Ramagondanahalli,3,1635.0,3.0,57.0,3486.238532110092
Harlur,3,3425.0,3.0,320.0,9343.065693430657
